,Browser,OS,after,after_text,age,assess,before,before_text,comments,education,enjoyment,fairprice,gender,hasty_subject,how_did_it_go,in_between,is_valid,language,n_symptoms,negated_response,parse_error,parser_feedback,positive_response,problems,prompt,query_type,response,rt,screenH,screenW,secondary_response,secondary_response_type,session_index,start,time,time_in_minutes,trial_level,variable,workerid
13,Chrome,Windows,.,.,24,Yes,<span class='history'><span class='variable_word positive_nR'>{{}}</span>.<br/></span><span class='variable_word positive_nR'>{{}}</span> because ,Sam does not have an illness.Sam does not have an illness because ,,2,1,1.50,Female,True,loved it,NA,True,english,NA,<span class='variable_word name'>{{}}</span> did not have good genes,False,,<span class='variable_word name'>{{}}</span> has good genes,no,NA,text,he has good genes,6.854,768.0,1366.0,NA,NA,0.0,1521040316064,1521040656140,6.6379166666666665,2,nRpC,85
14,Chrome,Windows,.,.,24,Yes,"<span class='history'><span class='variable_word negated_pC'>{{}}</span>.<br/></span>Because <span class='variable_word negated_pC'>{{}}</span>, ","Casey did not have poor genetics.Because Casey did not have poor genetics, ",,2,1,1.50,Female,True,loved it,NA,True,english,NA,<span class='variable_word name'>{{}}</span> did  have to worry about diabetes,False,,<span class='variable_word name'>{{}}</span> did not have to worry about diabetes,no,NA,text,he did not have to worry about diabetes,11.838,768.0,1366.0,NA,NA,0.0,1521040316064,1521040668348,6.6379166666666665,2,pCnR,85
15,Chrome,Windows,.,.,24,Yes,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nC'>{{}}</span>.<br/></span><span class='variable_word positive_nC'>{{}}</span> because ,Sal does not have diabetes.Sal doesn't eat much sugar.Sal doesn't eat much sugar because ,,2,1,1.50,Female,True,loved it,NA,True,english,NA,<span class='variable_word name'>{{}}</span> does  want to get diabetes,False,,<span class='variable_word name'>{{}}</span> does not want to get diabetes,no,NA,text,she does not want to get diabetes,7.445,768.0,1366.0,NA,NA,0.0,1521040316064,1521040676244,6.6379166666666665,2,nCpC,85
16,Chrome,Windows,.,.,24,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_pR'>{{}}</span>.<br/></span>Because <span class='variable_word negated_pR'>{{}}</span>, ","Madison does not have diabetes.Madison did not have an illness.Because Madison did not have an illness, ",,2,1,1.50,Female,True,loved it,NA,True,english,NA,<span class='variable_word name'>{{}}</span> did not live worry free,False,,<span class='variable_word name'>{{}}</span> lived worry free,no,NA,text,she lived worry free,8.611,768.0,1366.0,NA,NA,0.0,1521040316064,1521040685333,6.6379166666666665,2,pRnR,85
0,Chrome,Mac,.,.,28,Yes,<span class='variable_word name'>{{}}</span> has an illness. <span class='variable_word HHe'>{{}}</span> has ,Madison has an illness. He has ,,3,1,1.50,Female,False,I enjoyed it ,NA,True,English,NA,The did not flu,False,NA,The flu,No,NA,text,the flu,6.119,800.0,1280.0,NA,NA,0.0,1521033731389,1521033827286,11.915066666666666,0,D,86
1,Chrome,Mac,.,.,28,Yes,<span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span> because ,Jo does not have the flu because ,,3,1,1.50,Female,False,I enjoyed it ,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did not take <span class='variable_word his'>{{}}</span> vitamins,False,,<span class='variable_word name'>{{}}</span> takes <span class='variable_word his'>{{}}</span> vitamins,No,NA,text,she takes her vitamins,14.172,800.0,1280.0,NA,NA,0.0,1521033731389,1521033842071,11.915066666666666,1,nC,86
2,Chrome,Mac,.,.,28,Yes,"Because <span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>, ","Because Ash does not have the flu, ",,3,1,1.50,Female,False,I enjoyed it ,NA,True,English,NA,<span class='variable_word name'>{{}}</span> cannot go to school,False,,<span class='variable_word name'>{{}}</span> can go to school,No,NA,text,she can go to school,9.18,800.0,1280.0,NA,NA,0.0,1521033731389,1521033851714,11.915066666666666,1,nR,86
3,Chrome,Mac,.,.,28,Yes,"Because <span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>, ","Because Chris has the flu, ",,3,1,1.50,Female,False,I enjoyed it ,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did not have to go to the doctors,False,,<span class='variable_word name'>{{}}</span> has to go to the doctors,No,NA,text,he has to go to the doctors,12.097,800.0,1280.0,NA,NA,0.0,1521033731389,1521033864250,11.915066666666666,1,pR,86
4,Chrome,Mac,.,.,28,Yes,<span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span> because ,Robin has the flu because ,,3,1,1.50,Female,False,I enjoyed it ,NA,True,English,NA,<span class='variable_word name'>{{}}</span>'s body hasn't been run down lately,False,,<span class='variable_word name'>{{}}</span>'s body has been run down lately,No,NA,text,her body has been run down lately,15.976,800.0,1280.0,NA,NA,0.0,1521033731389,1521033880665,11.915066666666666,1,pC,86
5,Chrome,Mac,.,.,28,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nR'>{{}}</span>, ","Jamie does not have the flu.Jamie can go to school.Because Jamie can go to school, ",,3,1,1.50,Female,False,I enjoyed it ,NA,True,English,NA,<span class='variable_word name'>{{}}</span> cannot take <span class='variable_word his'>{{}}</span> exam,False,,<span class='variable_word name'>{{}}</span> can take <span class='variable_word his'>{{}}</span> exam,No,NA,text,she can take her exam,19.378,800.0,1280.0,NA,NA,0.0,1521033731389,1521033900719,11.915066666666666,2,nRpR,86
6,Chrome,Mac,.,.,28,Yes,"<span class='history'><span class='variable_word negated_pC'>{{}}</span>.<br/></span>Because <span class='variable_word negated_pC'>{{}}</span>, ","Eli's body hasn't been run down lately.Because Eli's body hasn't been run down lately, ",,3,1,1.50,Female,False,I enjoyed it ,NA,True,English,NA,<span class='variable_word name'>{{}}</span> cannot try out for the football team,False,,<span class='variable_word name'>{{}}</span> can try out for the football team,No,NA,text,he can try out for the football team,34.612,800.0,1280.0,NA,NA,0.0,1521033731389,1521033935755,11.915066666666666,2,pCnR,86
7,Chrome,Mac,.,.,28,Yes,"<span class='history'><span class='variable_word negated_nR'>{{}}</span>.<br/></span>Because <span class='variable_word negated_nR'>{{}}</span>, ","Sam cannot go to school.Because Sam cannot go to school, ",,3,1,1.50,Female,False,I enjoyed it ,NA,True,English,NA,<span class='variable_word name'>{{}}</span> can't fall behind in <span class='variable_word his'>{{}}</span> homework,False,,<span class='variable_word name'>{{}}</span> may fall behind in <span class='variable_word his'>{{}}</span> homework,No,NA,text,he may fall behind in his homework,178.885,800.0,1280.0,NA,NA,0.0,1521033731389,1521034115101,11.915066666666666,2,nRnR,86
8,Chrome,Mac,.,.,28,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_pR'>{{}}</span>.<br/></span>Because <span class='variable_word negated_pR'>{{}}</span>, ","Jess does not have the flu.Jess did not have to go to the doctors.Because Jess did not have to go to the doctors, ",,3,1,1.50,Female,False,I enjoyed it ,NA,True,English,NA,<span class='variable_word name'>{{}}</span> cannot go hang out with <span class='variable_word his'>{{}}</span> friends,False,,<span class='variable_word name'>{{}}</span> can go hang out with <span class='variable_word his'>{{}}</span> friends,No,NA,text,he can go hang out with his friends,22.062,800.0,1280.0,NA,NA,0.0,1521033731389,1521034137692,11.915066666666666,2,pRnR,86
9,Chrome,Mac,.,.,28,Yes,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_pC'>{{}}</span>.<br/></span><span class='variable_word negated_pC'>{{}}</span> because ,Avery does not have the flu.Avery's body hasn't been run down lately.Avery's body hasn't been run down lately because ,,3,1,1.50,Female,False,I enjoyed it ,NA,True,English,NA,<span class='variable_word name'>{{}}</span> hasn't been getting plenty of sleep,False,,<span class='variable_word name'>{{}}</span> has been getting plenty of sleep,No,NA,text,he has been getting plenty of sleep,32.61,800.0,1280.0,NA,NA,0.0,1521033731389,1521034170739,11.915066666666666,2,pCnC,86
10,Chrome,Mac,.,.,28,Yes,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word negated_nC'>{{}}</span>.<br/></span><span class='variable_word negated_nC'>{{}}</span> because ,Jordan has the flu.Jordan did not take her vitamins.Jordan did not take her vitamins because ,,3,1,1.50,Female,False,I enjoyed it ,NA,True,English,NA,<span class='variable_word name'>{{}}</span> does like the taste of them,False,,<span class='variable_word name'>{{}}</span> doesn't like the taste of them,No,NA,text,she doesn't like the taste of them,39.526,800.0,1280.0,NA,NA,0.0,1521033731389,1521034210724,11.915066666666666,2,nCnC,86
11,Chrome,Mac,.,.,28,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_pR'>{{}}</span>, ","Tracy has the flu.Tracy has to go to the doctors.Because Tracy has to go to the doctors, ",,3,1,1.50,Female,False,I enjoyed it ,NA,True,English,NA,<span class='variable_word name'>{{}}</span> won't likely need medicine,False,,<span class='variable_word name'>{{}}</span> will likely need medicine,No,NA,text,she will likely need medicine,81.653,800.0,1280.0,NA,NA,0.0,1521033731389,1521034292812,11.915066666666666,2,pRpR,86
12,Chrome,Mac,.,.,28,Yes,<span class='history'><span class='variable_word negated_pR'>{{}}</span>.<br/></span><span class='variable_word negated_pR'>{{}}</span> because ,Nat did not have to go to the doctors.Nat did not have to go to the doctors because ,,3,1,1.50,Female,False,I enjoyed it ,NA,True,English,NA,<span class='variable_word name'>{{}}</span> was sick,False,,<span class='variable_word name'>{{}}</span> wasn't sick,No,NA,text,he wasn't sick,11.643,800.0,1280.0,NA,NA,0.0,1521033731389,1521034304864,11.915066666666666,2,pRnC,86
13,Chrome,Mac,.,.,28,Yes,<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nC'>{{}}</span>.<br/></span><span class='variable_word positive_nC'>{{}}</span> because ,Casey does not have the flu.Casey takes her vitamins.Casey takes her vitamins because ,,3,1,1.50,Female,False,I enjoyed it ,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did not want to stay healthy,False,,<span class='variable_word name'>{{}}</span> wants to stay healthy,No,NA,text,she wants to stay healthy,13.35,800.0,1280.0,NA,NA,0.0,1521033731389,1521034318648,11.915066666666666,2,nCpC,86
14,Chrome,Mac,.,.,28,Yes,<span class='history'><span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_pC'>{{}}</span>.<br/></span><span class='variable_word positive_pC'>{{}}</span> because ,Taylor has the flu.Taylor's body has been run down lately.Taylor's body has been run down lately because ,,3,1,1.50,Female,False,I enjoyed it ,NA,True,English,NA,<span class='variable_word name'>{{}}</span> hasn't been overdoing it in basketball,False,,<span class='variable_word name'>{{}}</span> has been overdoing it in basketball,No,NA,text,she has been overdoing it in basketball,29.01,800.0,1280.0,NA,NA,0.0,1521033731389,1521034348093,11.915066666666666,2,pCpC,86
15,Chrome,Mac,.,.,28,Yes,<span class='history'><span class='variable_word positive_nR'>{{}}</span>.<br/></span><span class='variable_word positive_nR'>{{}}</span> because ,Drew can go to school.Drew can go to school because ,,3,1,1.50,Female,False,I enjoyed it ,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did catch the flu,False,,<span class='variable_word name'>{{}}</span> didn't catch the flu,No,NA,text,he didn't catch the flu,50.207,800.0,1280.0,NA,NA,0.0,1521033731389,1521034398749,11.915066666666666,2,nRpC,86
16,Chrome,Mac,.,.,28,Yes,"<span class='history'><span class='variable_word positive_nC'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nC'>{{}}</span>, ","Pat takes his vitamins.Because Pat takes his vitamins, ",,3,1,1.50,Female,False,I enjoyed it ,NA,True,English,NA,<span class='variable_word name'>{{}}</span> did not feel good,False,,<span class='variable_word name'>{{}}</span> feels good,No,NA,text,he feels good,10.6,800.0,1280.0,NA,NA,0.0,1521033731389,1521034409792,11.915066666666666,2,nCpR,86
0,Chrome,Windows,.,.,23,Yes,<span class='variable_word name'>{{}}</span> has an illness. <span class='variable_word HHe'>{{}}</span> has ,Nat has an illness. She has ,,3,0,2.00,Male,False,"this was odd, I did not know what to put. ",NA,True,english,NA,Lung did not cancer,False,NA,Lung cancer,no,NA,text,lung cancer,3.581,1440.0,2560.0,NA,NA,0.0,1520992942316,1520992960586,2.9645,0,D,87
1,Chrome,Windows,.,.,23,Yes,<span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span> because ,Jess does not have lung cancer because ,,3,0,2.00,Male,False,"this was odd, I did not know what to put. ",NA,True,english,NA,<span class='variable_word name'>{{}}</span> is  ill.,False,,<span class='variable_word name'>{{}}</span> is not ill.,no,NA,text,she is not ill. ,9.339,1440.0,2560.0,NA,NA,0.0,1520992942316,1520992970302,2.9645,1,nC,87
2,Chrome,Windows,.,.,23,Yes,<span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span> because ,Casey has lung cancer because ,,3,0,2.00,Male,False,"this was odd, I did not know what to put. ",NA,True,english,NA,<span class='variable_word name'>{{}}</span> isn't ill.,False,,<span class='variable_word name'>{{}}</span> is ill.,no,NA,text,she is ill. ,4.111,1440.0,2560.0,NA,NA,0.0,1520992942316,1520992974785,2.9645,1,pC,87
3,Chrome,Windows,.,.,23,Yes,"Because <span class='variable_word name'>{{}}</span> has <span class='variable_word D'>{{}}</span>, ","Because Jo has lung cancer, ",,3,0,2.00,Male,False,"this was odd, I did not know what to put. ",NA,True,english,NA,<span class='variable_word name'>{{}}</span> isn't ill.,False,,<span class='variable_word name'>{{}}</span> is ill.,no,NA,text,he is ill. ,4.682,1440.0,2560.0,NA,NA,0.0,1520992942316,1520992979725,2.9645,1,pR,87
4,Chrome,Windows,.,.,23,Yes,"Because <span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>, ","Because Tracy does not have lung cancer, ",,3,0,2.00,Male,False,"this was odd, I did not know what to put. ",NA,True,english,NA,<span class='variable_word name'>{{}}</span> is  ill,False,,<span class='variable_word name'>{{}}</span> is not ill,no,NA,text,she is not ill,4.675,1440.0,2560.0,NA,NA,0.0,1520992942316,1520992984626,2.9645,1,nR,87
5,Chrome,Windows,.,.,23,Yes,"<span class='history'><span class='variable_word name'>{{}}</span> does not have <span class='variable_word D'>{{}}</span>.<br/><span class='variable_word positive_nR'>{{}}</span>.<br/></span>Because <span class='variable_word positive_nR'>{{}}</span>, ","Pat does not have lung cancer.Pat is not ill.Because Pat is not ill, ",,3,0,2.00,Male,False,"this was odd, I did not know what to put. ",NA,True,english,NA,<span class='variable_word name'>{{}}</span> does  have lung cancer.,False,,<span class='variable_word name'>{{}}</span> does not have lung cancer.,no,NA,text,he does not have lung cancer. ,6.203,1440.0,2560.0,NA,NA,0.0,1520992942316,1520992991074,2.9645,2,nRpR,87
